iter,score,food,len,pol_loss,val_loss,ent_loss,kl,clip,train_avg_reward
322,nan,nan,nan,0.00138,780.73748,-0.18867,0.00812,0.0741,2.2816
323,nan,nan,nan,-0.00093,713.65354,-0.16064,0.00056,0.0078,2.4756
324,nan,nan,nan,-0.00077,689.96352,-0.18121,0.00170,0.0218,2.2755
325,nan,nan,nan,-0.00066,642.53093,-0.18687,0.00120,0.0155,2.2320
326,nan,nan,nan,0.00168,698.66519,-0.18761,0.00392,0.0380,2.4072
327,nan,nan,nan,-0.00011,612.06394,-0.19193,0.00119,0.0148,2.3268
328,nan,nan,nan,0.00227,571.43189,-0.18118,0.00017,0.0002,2.3108
329,nan,nan,nan,-0.00265,507.82872,-0.19610,0.00218,0.0305,2.3149
330,775.443,25.708,28.708,0.00130,600.76441,-0.19162,0.00136,0.0176,2.3367
331,nan,nan,nan,-0.00014,649.67829,-0.19701,0.00133,0.0181,2.2891
332,nan,nan,nan,-0.00143,620.27718,-0.20229,0.00103,0.0134,2.3520
333,nan,nan,nan,0.00005,577.63194,-0.18843,0.00339,0.0379,2.2897
334,nan,nan,nan,-0.00091,563.00964,-0.17271,0.00142,0.0198,2.3622
335,nan,nan,nan,0.00184,592.97326,-0.19299,0.00465,0.0526,2.3351
336,nan,nan,nan,0.00622,662.33657,-0.21141,0.00220,0.0330,2.3141
337,nan,nan,nan,0.00185,562.63872,-0.23692,0.00123,0.0156,2.1842
338,nan,nan,nan,-0.00452,679.69163,-0.22053,0.00330,0.0388,2.2698
339,nan,nan,nan,0.00201,643.80176,-0.19943,0.00362,0.0502,2.2754
340,732.268,24.333,27.333,0.00105,601.05046,-0.17693,0.00210,0.0285,2.3096
341,nan,nan,nan,0.00309,588.45372,-0.18796,0.00504,0.0512,2.3087
342,nan,nan,nan,-0.00385,547.31137,-0.19787,0.00015,0.0001,2.3169
343,nan,nan,nan,-0.00084,622.87526,-0.19275,0.00052,0.0043,2.2549
344,nan,nan,nan,0.00045,614.98676,-0.18236,0.00113,0.0155,2.4148
345,nan,nan,nan,-0.00172,594.64421,-0.17719,0.00209,0.0302,2.2817
346,nan,nan,nan,-0.00344,572.97825,-0.18099,0.00051,0.0055,2.3325
347,nan,nan,nan,-0.00083,527.01840,-0.18444,0.00115,0.0158,2.4310
348,nan,nan,nan,-0.00213,636.89939,-0.20728,0.00197,0.0265,2.3016
349,nan,nan,nan,0.00157,562.43724,-0.20146,0.00809,0.0718,2.2092
350,615.638,20.500,23.500,0.00002,591.48055,-0.17350,0.00031,0.0009,2.3706
351,nan,nan,nan,-0.00160,608.09077,-0.18602,0.00252,0.0318,2.3511
352,nan,nan,nan,-0.00035,629.01490,-0.19602,0.00078,0.0101,2.2993
353,nan,nan,nan,-0.00126,579.51531,-0.22112,0.00225,0.0283,2.1888
354,nan,nan,nan,0.00406,547.61974,-0.23576,0.00984,0.0716,1.9397
355,nan,nan,nan,-0.00098,702.05780,-0.20127,0.00340,0.0437,2.3059
356,nan,nan,nan,0.00051,660.03835,-0.22472,0.00873,0.0650,2.1021
357,nan,nan,nan,0.00007,646.40471,-0.19579,0.00145,0.0196,2.2865
358,nan,nan,nan,0.00030,549.39921,-0.20299,0.00067,0.0064,2.1844
359,nan,nan,nan,-0.00109,651.94579,-0.18853,0.00076,0.0071,2.3367
360,651.763,21.875,24.875,0.00007,592.88293,-0.19150,0.00058,0.0067,2.2802
361,nan,nan,nan,-0.00013,661.05979,-0.20400,0.00008,0.0000,2.2691
362,nan,nan,nan,-0.00146,570.69673,-0.19441,0.00044,0.0034,2.3038
363,nan,nan,nan,-0.00005,556.92345,-0.19080,0.00090,0.0114,2.2923
364,nan,nan,nan,-0.00166,533.68319,-0.19966,0.00091,0.0111,2.2806
365,nan,nan,nan,0.00296,568.62347,-0.23899,0.00848,0.0740,2.1866
366,nan,nan,nan,-0.00117,557.23861,-0.26453,0.00167,0.0208,1.9414
367,nan,nan,nan,0.00080,628.99928,-0.23252,0.00615,0.0770,2.0160
368,nan,nan,nan,0.00098,512.47223,-0.20632,0.00085,0.0105,2.2580
369,nan,nan,nan,-0.00084,571.42410,-0.21883,0.00355,0.0463,2.2010
370,759.680,24.833,27.833,0.00020,544.24109,-0.26634,0.00121,0.0147,1.9739
371,nan,nan,nan,-0.00032,619.95412,-0.23444,0.00304,0.0400,2.0873
372,nan,nan,nan,-0.00083,678.56278,-0.19734,0.00088,0.0110,2.2607
373,nan,nan,nan,0.00249,677.30486,-0.21674,0.00072,0.0054,2.1391
374,nan,nan,nan,-0.00252,706.51052,-0.19840,0.00206,0.0286,2.2100
375,nan,nan,nan,-0.00012,643.40515,-0.19053,0.00317,0.0415,2.1937
376,nan,nan,nan,-0.00059,621.51218,-0.16048,0.00099,0.0136,2.3534
377,nan,nan,nan,-0.00088,621.96712,-0.15951,0.00030,0.0022,2.3981
378,nan,nan,nan,0.00011,599.60594,-0.17662,0.00220,0.0309,2.2938
379,nan,nan,nan,0.00031,560.13045,-0.20956,0.00152,0.0201,2.1529
380,662.928,22.333,25.333,0.00228,523.50570,-0.21271,0.00189,0.0267,2.1898
381,nan,nan,nan,0.00096,580.19477,-0.23590,0.00283,0.0355,2.1394
382,nan,nan,nan,-0.00005,514.45429,-0.25314,0.00195,0.0263,1.9357
383,nan,nan,nan,-0.00327,570.69105,-0.21673,0.00077,0.0063,2.0364
384,nan,nan,nan,-0.00617,727.21135,-0.22487,0.00061,0.0057,2.1488
385,nan,nan,nan,0.00084,587.36159,-0.24880,0.00176,0.0264,1.9796
386,nan,nan,nan,0.00093,670.54629,-0.25660,0.00260,0.0360,1.8048
387,nan,nan,nan,0.00096,797.99673,-0.19384,0.00104,0.0144,2.2624
388,nan,nan,nan,0.00095,701.85938,-0.18201,0.00378,0.0446,2.2803
389,nan,nan,nan,-0.00099,673.97091,-0.17673,0.00026,0.0026,2.2593
390,619.464,20.500,23.500,-0.00152,694.03901,-0.17553,0.00039,0.0027,2.2852
391,nan,nan,nan,0.00367,683.81896,-0.20823,0.00195,0.0297,2.2332
392,nan,nan,nan,-0.00226,551.62866,-0.20764,0.00056,0.0070,2.2149
393,nan,nan,nan,-0.00043,595.46355,-0.22243,0.00156,0.0212,2.0489
394,nan,nan,nan,0.00045,624.22416,-0.20821,0.00228,0.0300,2.2270
395,nan,nan,nan,0.00159,595.07288,-0.23142,0.00098,0.0112,2.0027
396,nan,nan,nan,-0.00039,617.10511,-0.20716,0.00089,0.0107,2.2163
397,nan,nan,nan,-0.00080,500.80139,-0.19725,0.00118,0.0157,2.2612
398,nan,nan,nan,0.00090,511.19256,-0.20793,0.00077,0.0073,2.1354
399,nan,nan,nan,0.00204,514.26834,-0.20250,0.00358,0.0453,2.0892
400,675.123,22.417,25.417,0.00090,564.53511,-0.18911,0.00345,0.0394,2.1291
401,nan,nan,nan,-0.00371,527.05499,-0.17572,0.00066,0.0079,2.2631
402,nan,nan,nan,0.00122,546.82679,-0.17861,0.00165,0.0228,2.2452
403,nan,nan,nan,0.00059,562.59229,-0.18631,0.00056,0.0051,2.1568
404,nan,nan,nan,-0.00135,621.08715,-0.16284,0.00066,0.0066,2.3646
405,nan,nan,nan,0.00261,527.62518,-0.17404,0.00018,0.0000,2.2731
406,nan,nan,nan,-0.00261,496.32551,-0.19484,0.00199,0.0288,2.2146
407,nan,nan,nan,-0.00085,543.62065,-0.21351,0.00331,0.0437,2.0987
408,nan,nan,nan,-0.00013,485.43373,-0.23917,0.00080,0.0081,1.9970
409,nan,nan,nan,-0.00125,601.61827,-0.25102,0.00101,0.0124,1.8923
410,700.291,23.875,26.875,-0.00217,551.94588,-0.21871,0.00085,0.0060,2.0866
411,nan,nan,nan,0.00006,647.05807,-0.24326,0.00102,0.0108,1.8772
412,nan,nan,nan,-0.00107,602.50908,-0.21332,0.00098,0.0096,2.0731
413,nan,nan,nan,-0.00292,616.94743,-0.18851,0.00193,0.0265,2.0879
414,nan,nan,nan,-0.00236,578.80930,-0.16676,0.00079,0.0091,2.2252
415,nan,nan,nan,-0.00048,556.24364,-0.18566,0.00416,0.0510,2.1407
416,nan,nan,nan,-0.00053,580.14421,-0.21177,0.00034,0.0020,2.0383
417,nan,nan,nan,0.00057,585.22085,-0.22543,0.00004,0.0000,1.9249
418,nan,nan,nan,-0.00154,733.91149,-0.20930,0.00045,0.0045,2.0143
419,nan,nan,nan,-0.00025,702.76770,-0.20067,0.00021,0.0012,2.0758
420,657.673,22.417,25.417,-0.00081,574.79108,-0.19152,0.00008,0.0001,2.1927
421,nan,nan,nan,0.00099,665.77445,-0.20151,0.00037,0.0018,2.0934
422,nan,nan,nan,-0.00458,622.17175,-0.20257,0.00150,0.0190,2.0458
423,nan,nan,nan,-0.00058,635.81587,-0.17351,0.00033,0.0037,2.3231
424,nan,nan,nan,-0.00058,575.59355,-0.18034,0.00087,0.0111,2.2260
425,nan,nan,nan,-0.00035,602.30131,-0.19377,0.00022,0.0003,2.1522
426,nan,nan,nan,-0.00124,554.96945,-0.20326,0.00053,0.0041,2.0586
427,nan,nan,nan,-0.00058,624.47420,-0.21032,0.00282,0.0362,1.9540
428,nan,nan,nan,-0.00135,582.05024,-0.19799,0.00036,0.0022,1.9971
429,nan,nan,nan,-0.00000,595.40220,-0.20744,0.00062,0.0056,2.0168
430,645.443,21.708,24.708,-0.00123,516.59935,-0.20538,0.00024,0.0003,1.9840
431,nan,nan,nan,0.00090,588.86312,-0.21254,0.00371,0.0452,2.0485
432,nan,nan,nan,-0.00144,614.85802,-0.20479,0.00116,0.0142,2.0219
433,nan,nan,nan,-0.00107,622.06360,-0.20116,0.00035,0.0030,2.0947
434,nan,nan,nan,0.00156,584.35815,-0.21176,0.00081,0.0120,1.9733
435,nan,nan,nan,0.00049,741.70195,-0.20557,0.00065,0.0045,2.1043
436,nan,nan,nan,-0.00048,650.18479,-0.20543,0.00031,0.0011,2.1045
437,nan,nan,nan,-0.00381,594.70118,-0.21086,0.00056,0.0047,2.0325
438,nan,nan,nan,-0.00085,596.52172,-0.21395,0.00057,0.0043,2.0780
439,nan,nan,nan,-0.00231,549.62433,-0.21724,0.00136,0.0156,1.9105
440,615.357,20.333,23.333,0.00126,617.61633,-0.20811,0.00013,0.0002,1.9959
441,nan,nan,nan,-0.00072,501.44526,-0.22436,0.00062,0.0036,1.8941
442,nan,nan,nan,-0.00167,715.78111,-0.20657,0.00166,0.0222,2.0550
443,nan,nan,nan,-0.00124,633.70401,-0.20593,0.00043,0.0013,1.9104
444,nan,nan,nan,-0.00071,568.32979,-0.18653,0.00034,0.0011,2.0572
445,nan,nan,nan,-0.00120,654.22237,-0.19372,0.00034,0.0020,2.0125
446,nan,nan,nan,-0.00079,623.38430,-0.18811,0.00038,0.0013,2.1245
447,nan,nan,nan,-0.00019,732.16173,-0.17459,0.00005,0.0000,2.2609
448,nan,nan,nan,-0.00067,707.07475,-0.18759,0.00262,0.0367,2.2137
449,nan,nan,nan,-0.00124,562.32854,-0.20404,0.00020,0.0000,2.0490
450,653.455,21.625,24.625,-0.00222,570.59596,-0.19221,0.00122,0.0145,2.1464
451,nan,nan,nan,0.00051,590.18249,-0.20273,0.00075,0.0102,1.9366
452,nan,nan,nan,-0.00055,608.45191,-0.20194,0.00070,0.0088,2.0207
453,nan,nan,nan,0.00025,594.60540,-0.19974,0.00130,0.0167,2.1432
454,nan,nan,nan,-0.00129,594.21865,-0.19991,0.00079,0.0096,2.0569
455,nan,nan,nan,-0.00294,572.95700,-0.20938,0.00010,0.0000,2.0156
456,nan,nan,nan,-0.00189,626.32782,-0.19824,0.00060,0.0063,2.0696
457,nan,nan,nan,-0.00103,587.80653,-0.20034,0.00101,0.0116,1.9349
458,nan,nan,nan,0.00026,707.37702,-0.18719,0.00030,0.0023,2.1154
459,nan,nan,nan,-0.00222,607.27582,-0.20311,0.00018,0.0000,1.9870
460,665.793,22.208,25.208,0.00013,565.62943,-0.22174,0.00026,0.0006,1.9112
461,nan,nan,nan,0.00028,599.03040,-0.20225,0.00026,0.0004,2.0187
462,nan,nan,nan,-0.00264,580.93758,-0.20205,0.00015,0.0000,2.0142
463,nan,nan,nan,-0.00143,571.58090,-0.19710,0.00012,0.0001,2.0760
464,nan,nan,nan,-0.00077,618.19653,-0.20270,0.00038,0.0022,2.0795
465,nan,nan,nan,-0.00095,568.25514,-0.19328,0.00023,0.0009,2.1232
466,nan,nan,nan,-0.00089,593.90487,-0.21003,0.00030,0.0013,2.0442
467,nan,nan,nan,-0.00021,591.89611,-0.21664,0.00016,0.0001,1.9639
468,nan,nan,nan,0.00155,553.67418,-0.20170,0.00149,0.0198,2.0297
469,nan,nan,nan,-0.00181,583.06814,-0.18220,0.00017,0.0007,2.1945
470,614.586,20.375,23.375,-0.00251,577.84593,-0.18666,0.00088,0.0097,2.1227
471,nan,nan,nan,-0.00241,637.08664,-0.19638,0.00048,0.0057,2.0375
472,nan,nan,nan,-0.00234,632.57398,-0.19698,0.00012,0.0000,2.0233
473,nan,nan,nan,-0.00063,642.67045,-0.18680,0.00007,0.0000,2.0974
474,nan,nan,nan,-0.00150,575.83106,-0.19331,0.00049,0.0030,2.0607
475,nan,nan,nan,-0.00058,558.51048,-0.18011,0.00059,0.0053,2.1719
476,nan,nan,nan,0.00072,559.50163,-0.18362,0.00064,0.0068,2.1693
477,nan,nan,nan,0.00054,565.39416,-0.18965,0.00021,0.0004,2.0935
478,nan,nan,nan,0.00062,557.06691,-0.18843,0.00055,0.0061,2.1294
479,nan,nan,nan,-0.00009,561.08248,-0.20299,0.00035,0.0013,2.0505
480,668.516,22.250,25.250,-0.00066,561.88894,-0.20128,0.00017,0.0000,2.0702
481,nan,nan,nan,-0.00114,607.68706,-0.18099,0.00008,0.0000,2.1676
482,nan,nan,nan,0.00026,510.44334,-0.19177,0.00014,0.0000,2.0488
483,nan,nan,nan,0.00014,578.46071,-0.18976,0.00137,0.0197,2.0927
484,nan,nan,nan,-0.00325,594.38825,-0.18307,0.00010,0.0000,2.1065
485,nan,nan,nan,-0.00043,631.61647,-0.17251,0.00061,0.0071,2.2452
486,nan,nan,nan,-0.00159,481.81218,-0.19913,0.00020,0.0004,2.0002
487,nan,nan,nan,-0.00308,592.49223,-0.19243,0.00010,0.0000,2.0758
488,nan,nan,nan,0.00010,538.85714,-0.19360,0.00013,0.0000,1.9665
489,nan,nan,nan,-0.00031,576.24113,-0.18425,0.00014,0.0000,2.1438
490,673.723,22.667,25.667,0.00015,612.04634,-0.19100,0.00005,0.0000,2.0839
491,nan,nan,nan,-0.00087,562.97090,-0.19466,0.00054,0.0034,1.8944
492,nan,nan,nan,-0.00051,605.68724,-0.17008,0.00002,0.0000,2.1569
493,nan,nan,nan,0.00032,611.08943,-0.18032,0.00053,0.0061,2.1207
494,nan,nan,nan,-0.00041,604.82791,-0.18045,0.00069,0.0073,2.1011
495,nan,nan,nan,0.00034,548.27369,-0.17997,0.00006,0.0000,2.1136
496,nan,nan,nan,0.00006,544.83456,-0.18341,0.00046,0.0018,2.0662
497,nan,nan,nan,-0.00304,573.00217,-0.17868,0.00038,0.0018,2.1623
498,nan,nan,nan,-0.00303,614.19114,-0.18865,0.00017,0.0003,2.0694
499,nan,nan,nan,-0.00113,587.58104,-0.19201,0.00008,0.0000,2.0098
500,690.402,23.125,26.125,-0.00081,569.71617,-0.20586,0.00004,0.0000,1.9356
